"","word","sentiment","n"
"2245","ass","negative",1
"2246","assessment","surprise",1
"2247","assessment","trust",1
"2248","assist","positive",1
"2249","assist","trust",1
"2250","assistance","positive",1
"2251","assure","trust",1
"2252","atrocious","anger",1
"2253","atrocious","disgust",1
"2254","atrocious","negative",1
"2255","attacking","anger",1
"2256","attacking","disgust",1
"2257","attacking","fear",1
"2258","attacking","negative",1
"2259","attacking","sadness",1
"2260","attacking","surprise",1
"2261","attendance","anticipation",1
"2262","attendant","positive",1
"2263","attendant","trust",1
"2264","author","positive",1
"2265","author","trust",1
"2266","authority","positive",1
"2267","authority","trust",1
"2268","avoiding","fear",1
"2269","award","anticipation",1
"2270","award","joy",1
"2271","award","positive",1
"2272","award","surprise",1
"2273","award","trust",1
"2274","ay","positive",1
"2275","aye","positive",1
"2276","backbone","anger",1
"2277","backbone","positive",1
"2278","backbone","trust",1
"2279","backward","negative",1
"2280","backwards","disgust",1
"2281","backwards","negative",1
"2282","barbarism","negative",1
"2283","barred","negative",1
"2284","bear","anger",1
"2285","bear","fear",1
"2286","beating","anger",1
"2287","beating","fear",1
"2288","beating","negative",1
"2289","beating","sadness",1
"2290","beautification","joy",1
"2291","beautification","positive",1
"2292","beautification","trust",1
"2293","beauty","joy",1
"2294","beauty","positive",1
"2295","beer","joy",1
"2296","beer","positive",1
"2297","behemoth","fear",1
"2298","behemoth","negative",1
"2299","beholden","negative",1
"2300","belittle","anger",1
"2301","belittle","disgust",1
"2302","belittle","fear",1
"2303","belittle","negative",1
"2304","belittle","sadness",1
"2305","biased","negative",1
"2306","bigoted","anger",1
"2307","bigoted","disgust",1
"2308","bigoted","fear",1
"2309","bigoted","negative",1
"2310","bigoted","sadness",1
"2311","blame","anger",1
"2312","blame","disgust",1
"2313","blame","negative",1
"2314","blindly","negative",1
"2315","blindly","sadness",1
"2316","bluff","negative",1
"2317","bogus","anger",1
"2318","bogus","disgust",1
"2319","bogus","negative",1
"2320","bombed","disgust",1
"2321","bombed","negative",1
"2322","bonanza","joy",1
"2323","bonanza","positive",1
"2324","boo","negative",1
"2325","breakup","negative",1
"2326","breakup","sadness",1
"2327","bribe","negative",1
"2328","brilliant","anticipation",1
"2329","brilliant","joy",1
"2330","brilliant","positive",1
"2331","brilliant","trust",1
"2332","buck","fear",1
"2333","buck","negative",1
"2334","buck","positive",1
"2335","buck","surprise",1
"2336","buffet","anger",1
"2337","buffet","negative",1
"2338","bug","disgust",1
"2339","bug","fear",1
"2340","bug","negative",1
"2341","burnt","disgust",1
"2342","burnt","negative",1
"2343","bury","sadness",1
"2344","bye","anticipation",1
"2345","cab","positive",1
"2346","calm","positive",1
"2347","canary","positive",1
"2348","cancer","anger",1
"2349","cancer","disgust",1
"2350","cancer","fear",1
"2351","cancer","negative",1
"2352","cancer","sadness",1
"2353","capture","negative",1
"2354","catastrophe","anger",1
"2355","catastrophe","disgust",1
"2356","catastrophe","fear",1
"2357","catastrophe","negative",1
"2358","catastrophe","sadness",1
"2359","catastrophe","surprise",1
"2360","celebrated","anticipation",1
"2361","celebrated","joy",1
"2362","celebrated","positive",1
"2363","charity","joy",1
"2364","charity","positive",1
"2365","chattering","positive",1
"2366","cheering","joy",1
"2367","cheering","positive",1
"2368","chicken","fear",1
"2369","chorus","positive",1
"2370","chronicle","positive",1
"2371","chronicle","trust",1
"2372","civility","positive",1
"2373","clarify","positive",1
"2374","classics","joy",1
"2375","classics","positive",1
"2376","cleansing","positive",1
"2377","clumsy","disgust",1
"2378","clumsy","negative",1
"2379","coax","trust",1
"2380","cognitive","positive",1
"2381","communication","trust",1
"2382","compass","trust",1
"2383","compensate","anticipation",1
"2384","compensate","joy",1
"2385","compensate","positive",1
"2386","compensate","surprise",1
"2387","compensate","trust",1
"2388","complain","anger",1
"2389","complain","negative",1
"2390","complain","sadness",1
"2391","compliant","positive",1
"2392","complicated","negative",1
"2393","complicity","negative",1
"2394","complicity","positive",1
"2395","condemn","anger",1
"2396","condemn","negative",1
"2397","condescending","negative",1
"2398","condescension","anger",1
"2399","condescension","disgust",1
"2400","condescension","negative",1
"2401","condescension","sadness",1
"2402","confederate","positive",1
"2403","confederate","trust",1
"2404","confessional","fear",1
"2405","confessional","trust",1
"2406","confidence","fear",1
"2407","confidence","joy",1
"2408","confidence","positive",1
"2409","confidence","trust",1
"2410","confined","anger",1
"2411","confined","disgust",1
"2412","confined","fear",1
"2413","confined","negative",1
"2414","confined","sadness",1
"2415","confusion","anger",1
"2416","confusion","fear",1
"2417","confusion","negative",1
"2418","conscientious","positive",1
"2419","conscientious","trust",1
"2420","consciousness","positive",1
"2421","contagious","disgust",1
"2422","contagious","fear",1
"2423","contagious","negative",1
"2424","convince","anticipation",1
"2425","convince","positive",1
"2426","convince","trust",1
"2427","convinced","trust",1
"2428","cop","fear",1
"2429","cop","trust",1
"2430","corrective","positive",1
"2431","corrosive","fear",1
"2432","corrosive","negative",1
"2433","counsel","positive",1
"2434","counsel","trust",1
"2435","coward","disgust",1
"2436","coward","fear",1
"2437","coward","negative",1
"2438","coward","sadness",1
"2439","cracking","negative",1
"2440","craft","positive",1
"2441","crave","anticipation",1
"2442","crawl","disgust",1
"2443","crawl","negative",1
"2444","creative","positive",1
"2445","credible","positive",1
"2446","credible","trust",1
"2447","critic","negative",1
"2448","cruel","anger",1
"2449","cruel","disgust",1
"2450","cruel","fear",1
"2451","cruel","negative",1
"2452","cruel","sadness",1
"2453","crystal","positive",1
"2454","curse","anger",1
"2455","curse","disgust",1
"2456","curse","fear",1
"2457","curse","negative",1
"2458","curse","sadness",1
"2459","custody","trust",1
"2460","danger","fear",1
"2461","danger","negative",1
"2462","danger","sadness",1
"2463","deadly","anger",1
"2464","deadly","disgust",1
"2465","deadly","fear",1
"2466","deadly","negative",1
"2467","deadly","sadness",1
"2468","deceased","negative",1
"2469","deceased","sadness",1
"2470","decency","positive",1
"2471","decent","positive",1
"2472","deception","negative",1
"2473","decline","negative",1
"2474","declining","negative",1
"2475","default","disgust",1
"2476","default","fear",1
"2477","default","negative",1
"2478","default","sadness",1
"2479","defeat","negative",1
"2480","degrade","disgust",1
"2481","degrade","negative",1
"2482","delivery","anticipation",1
"2483","delivery","positive",1
"2484","delusional","anger",1
"2485","delusional","fear",1
"2486","delusional","negative",1
"2487","denied","negative",1
"2488","denied","sadness",1
"2489","denounce","anger",1
"2490","denounce","disgust",1
"2491","denounce","negative",1
"2492","dependence","fear",1
"2493","dependence","negative",1
"2494","dependence","sadness",1
"2495","deport","fear",1
"2496","deport","negative",1
"2497","deport","sadness",1
"2498","depth","positive",1
"2499","depth","trust",1
"2500","deputy","trust",1
"2501","desert","anger",1
"2502","desert","disgust",1
"2503","desert","fear",1
"2504","desert","negative",1
"2505","desert","sadness",1
"2506","destined","anticipation",1
"2507","destructive","anger",1
"2508","destructive","disgust",1
"2509","destructive","fear",1
"2510","destructive","negative",1
"2511","devastating","anger",1
"2512","devastating","disgust",1
"2513","devastating","fear",1
"2514","devastating","negative",1
"2515","devastating","sadness",1
"2516","devastating","trust",1
"2517","devastation","anger",1
"2518","devastation","fear",1
"2519","devastation","negative",1
"2520","devastation","sadness",1
"2521","devastation","surprise",1
"2522","diamond","joy",1
"2523","diamond","positive",1
"2524","dietary","anticipation",1
"2525","dietary","positive",1
"2526","dirty","disgust",1
"2527","dirty","negative",1
"2528","disagreeing","anger",1
"2529","disagreeing","negative",1
"2530","disagreeing","sadness",1
"2531","disapprove","anger",1
"2532","disapprove","disgust",1
"2533","disapprove","fear",1
"2534","disapprove","negative",1
"2535","disapprove","sadness",1
"2536","disastrous","anger",1
"2537","disastrous","fear",1
"2538","disastrous","negative",1
"2539","disastrous","sadness",1
"2540","disconnected","negative",1
"2541","disconnected","sadness",1
"2542","discovery","positive",1
"2543","discredit","negative",1
"2544","discretion","anticipation",1
"2545","discretion","positive",1
"2546","discretion","trust",1
"2547","disgrace","anger",1
"2548","disgrace","disgust",1
"2549","disgrace","negative",1
"2550","disgrace","sadness",1
"2551","disgusting","anger",1
"2552","disgusting","disgust",1
"2553","disgusting","fear",1
"2554","disgusting","negative",1
"2555","dismal","disgust",1
"2556","dismal","fear",1
"2557","dismal","negative",1
"2558","dismal","sadness",1
"2559","disobedience","anger",1
"2560","disobedience","disgust",1
"2561","disobedience","negative",1
"2562","disqualification","negative",1
"2563","dissenting","negative",1
"2564","dissonance","anger",1
"2565","dissonance","negative",1
"2566","distinction","positive",1
"2567","distract","negative",1
"2568","doctor","positive",1
"2569","doctor","trust",1
"2570","doll","joy",1
"2571","doom","fear",1
"2572","doom","negative",1
"2573","doubting","negative",1
"2574","dreadful","anger",1
"2575","dreadful","anticipation",1
"2576","dreadful","disgust",1
"2577","dreadful","fear",1
"2578","dreadful","negative",1
"2579","dreadful","sadness",1
"2580","dubious","fear",1
"2581","dubious","negative",1
"2582","dubious","trust",1
"2583","dull","negative",1
"2584","dull","sadness",1
"2585","dumb","negative",1
"2586","dust","negative",1
"2587","earl","positive",1
"2588","earthquake","anger",1
"2589","earthquake","fear",1
"2590","earthquake","negative",1
"2591","earthquake","sadness",1
"2592","earthquake","surprise",1
"2593","eat","positive",1
"2594","educated","positive",1
"2595","egregious","anger",1
"2596","egregious","disgust",1
"2597","egregious","negative",1
"2598","elated","joy",1
"2599","elated","positive",1
"2600","elbow","anger",1
"2601","elder","positive",1
"2602","elder","trust",1
"2603","elite","anticipation",1
"2604","elite","joy",1
"2605","elite","positive",1
"2606","elite","trust",1
"2607","emancipation","anticipation",1
"2608","emancipation","joy",1
"2609","emancipation","positive",1
"2610","embarrassment","fear",1
"2611","embarrassment","negative",1
"2612","embarrassment","sadness",1
"2613","embarrassment","surprise",1
"2614","embrace","anticipation",1
"2615","embrace","joy",1
"2616","embrace","positive",1
"2617","embrace","surprise",1
"2618","embrace","trust",1
"2619","empathy","positive",1
"2620","employ","trust",1
"2621","empower","positive",1
"2622","endangered","fear",1
"2623","endangered","negative",1
"2624","endowed","positive",1
"2625","endurance","positive",1
"2626","enjoying","anticipation",1
"2627","enjoying","joy",1
"2628","enjoying","positive",1
"2629","enjoying","trust",1
"2630","enthusiasm","anticipation",1
"2631","enthusiasm","joy",1
"2632","enthusiasm","positive",1
"2633","enthusiasm","surprise",1
"2634","epic","positive",1
"2635","equality","joy",1
"2636","equality","positive",1
"2637","equality","trust",1
"2638","erase","fear",1
"2639","erase","negative",1
"2640","error","negative",1
"2641","error","sadness",1
"2642","escape","anticipation",1
"2643","escape","fear",1
"2644","escape","negative",1
"2645","escape","positive",1
"2646","essential","positive",1
"2647","esteem","joy",1
"2648","esteem","positive",1
"2649","esteem","sadness",1
"2650","esteem","trust",1
"2651","evacuation","negative",1
"2652","eventual","anticipation",1
"2653","evident","positive",1
"2654","evident","trust",1
"2655","evolution","positive",1
"2656","exemplary","positive",1
"2657","expectation","anticipation",1
"2658","expectation","positive",1
"2659","expenditure","negative",1
"2660","expenses","negative",1
"2661","expert","positive",1
"2662","expert","trust",1
"2663","expire","negative",1
"2664","expire","sadness",1
"2665","explosive","anger",1
"2666","explosive","anticipation",1
"2667","explosive","fear",1
"2668","explosive","negative",1
"2669","explosive","surprise",1
"2670","extensive","positive",1
"2671","facilitate","positive",1
"2672","failing","anger",1
"2673","failing","anticipation",1
"2674","failing","fear",1
"2675","failing","negative",1
"2676","failing","sadness",1
"2677","fall","negative",1
"2678","fall","sadness",1
"2679","falling","negative",1
"2680","falling","sadness",1
"2681","falsely","negative",1
"2682","familiarity","anticipation",1
"2683","familiarity","joy",1
"2684","familiarity","positive",1
"2685","familiarity","trust",1
"2686","fancy","anticipation",1
"2687","fancy","joy",1
"2688","fancy","positive",1
"2689","fate","anticipation",1
"2690","fate","negative",1
"2691","fearing","fear",1
"2692","fearing","negative",1
"2693","fearless","fear",1
"2694","fearless","positive",1
"2695","feature","positive",1
"2696","fellowship","positive",1
"2697","festival","anticipation",1
"2698","festival","joy",1
"2699","festival","positive",1
"2700","festival","surprise",1
"2701","filthy","disgust",1
"2702","filthy","negative",1
"2703","fitting","anticipation",1
"2704","fitting","joy",1
"2705","fitting","positive",1
"2706","fitting","trust",1
"2707","flake","negative",1
"2708","flexibility","positive",1
"2709","forbid","negative",1
"2710","forbid","sadness",1
"2711","forgotten","fear",1
"2712","forgotten","negative",1
"2713","forgotten","sadness",1
"2714","forthcoming","positive",1
"2715","fortune","anticipation",1
"2716","fortune","joy",1
"2717","fortune","positive",1
"2718","fortune","surprise",1
"2719","fortune","trust",1
"2720","fraught","fear",1
"2721","fraught","negative",1
"2722","fraught","sadness",1
"2723","fright","fear",1
"2724","fright","negative",1
"2725","fright","surprise",1
"2726","frustrated","anger",1
"2727","frustrated","negative",1
"2728","furious","anger",1
"2729","furious","disgust",1
"2730","furious","negative",1
"2731","furor","anger",1
"2732","furor","negative",1
"2733","gag","disgust",1
"2734","gag","negative",1
"2735","gap","negative",1
"2736","gear","positive",1
"2737","gem","joy",1
"2738","gem","positive",1
"2739","genius","positive",1
"2740","ghost","fear",1
"2741","giant","fear",1
"2742","glitter","disgust",1
"2743","glitter","joy",1
"2744","gold","positive",1
"2745","graciously","positive",1
"2746","grammar","trust",1
"2747","grandchildren","anticipation",1
"2748","grandchildren","joy",1
"2749","grandchildren","positive",1
"2750","grandchildren","trust",1
"2751","grandmother","positive",1
"2752","gratitude","joy",1
"2753","gratitude","positive",1
"2754","grave","fear",1
"2755","grave","negative",1
"2756","grave","sadness",1
"2757","greeting","positive",1
"2758","greeting","surprise",1
"2759","gross","disgust",1
"2760","gross","negative",1
"2761","grotesque","disgust",1
"2762","grotesque","negative",1
"2763","groundwork","positive",1
"2764","guess","surprise",1
"2765","guide","positive",1
"2766","guide","trust",1
"2767","guilt","disgust",1
"2768","guilt","negative",1
"2769","guilt","sadness",1
"2770","gut","disgust",1
"2771","hail","negative",1
"2772","hail","positive",1
"2773","hail","trust",1
"2774","hairy","disgust",1
"2775","hairy","negative",1
"2776","harbor","trust",1
"2777","hardship","negative",1
"2778","hardship","sadness",1
"2779","hateful","anger",1
"2780","hateful","disgust",1
"2781","hateful","fear",1
"2782","hateful","negative",1
"2783","hateful","sadness",1
"2784","healing","anticipation",1
"2785","healing","joy",1
"2786","healing","positive",1
"2787","healing","trust",1
"2788","heartfelt","joy",1
"2789","heartfelt","positive",1
"2790","heartfelt","sadness",1
"2791","heartfelt","trust",1
"2792","helplessness","fear",1
"2793","helplessness","negative",1
"2794","helplessness","sadness",1
"2795","heroic","joy",1
"2796","heroic","positive",1
"2797","heroic","surprise",1
"2798","heroic","trust",1
"2799","heroism","anticipation",1
"2800","heroism","joy",1
"2801","heroism","positive",1
"2802","heroism","surprise",1
"2803","heroism","trust",1
"2804","hilarious","joy",1
"2805","hilarious","positive",1
"2806","hilarious","surprise",1
"2807","hire","anticipation",1
"2808","hire","joy",1
"2809","hire","positive",1
"2810","hire","trust",1
"2811","hopeless","fear",1
"2812","hopeless","negative",1
"2813","hopeless","sadness",1
"2814","horrible","anger",1
"2815","horrible","disgust",1
"2816","horrible","fear",1
"2817","horrible","negative",1
"2818","horrifying","disgust",1
"2819","horrifying","fear",1
"2820","horrifying","negative",1
"2821","horrifying","sadness",1
"2822","horse","trust",1
"2823","hospitality","positive",1
"2824","hug","joy",1
"2825","hug","positive",1
"2826","hug","trust",1
"2827","humanitarian","anticipation",1
"2828","humanitarian","joy",1
"2829","humanitarian","positive",1
"2830","humanitarian","surprise",1
"2831","humanitarian","trust",1
"2832","humorous","joy",1
"2833","humorous","positive",1
"2834","hurt","anger",1
"2835","hurt","fear",1
"2836","hurt","negative",1
"2837","hurt","sadness",1
"2838","hurtful","anger",1
"2839","hurtful","disgust",1
"2840","hurtful","fear",1
"2841","hurtful","negative",1
"2842","hurtful","sadness",1
"2843","hurting","anger",1
"2844","hurting","fear",1
"2845","hurting","negative",1
"2846","hurting","sadness",1
"2847","hypocrisy","negative",1
"2848","ill","anger",1
"2849","ill","disgust",1
"2850","ill","fear",1
"2851","ill","negative",1
"2852","ill","sadness",1
"2853","illusion","negative",1
"2854","illusion","surprise",1
"2855","illustrious","positive",1
"2856","impartial","positive",1
"2857","impartial","trust",1
"2858","impeach","disgust",1
"2859","impeach","fear",1
"2860","impeach","negative",1
"2861","implicate","anger",1
"2862","implicate","negative",1
"2863","importance","anticipation",1
"2864","importance","positive",1
"2865","imposition","negative",1
"2866","inauguration","anticipation",1
"2867","inauguration","joy",1
"2868","inauguration","positive",1
"2869","inauguration","trust",1
"2870","inclusive","positive",1
"2871","inconvenient","anger",1
"2872","inconvenient","disgust",1
"2873","inconvenient","negative",1
"2874","inconvenient","sadness",1
"2875","indefensible","fear",1
"2876","indefensible","negative",1
"2877","ineffective","negative",1
"2878","ineptitude","disgust",1
"2879","ineptitude","fear",1
"2880","ineptitude","negative",1
"2881","ineptitude","sadness",1
"2882","inexcusable","anger",1
"2883","inexcusable","disgust",1
"2884","inexcusable","negative",1
"2885","inexcusable","sadness",1
"2886","inexpensive","positive",1
"2887","inexperienced","negative",1
"2888","infection","fear",1
"2889","infection","negative",1
"2890","infinite","positive",1
"2891","injured","fear",1
"2892","injured","negative",1
"2893","injured","sadness",1
"2894","innocent","positive",1
"2895","innocent","trust",1
"2896","innovate","positive",1
"2897","insecure","anger",1
"2898","insecure","fear",1
"2899","insecure","negative",1
"2900","insecure","sadness",1
"2901","institute","trust",1
"2902","insult","anger",1
"2903","insult","disgust",1
"2904","insult","negative",1
"2905","insult","sadness",1
"2906","insult","surprise",1
"2907","intellectual","positive",1
"2908","interference","negative",1
"2909","invasion","anger",1
"2910","invasion","negative",1
"2911","invitation","anticipation",1
"2912","invitation","positive",1
"2913","isolated","fear",1
"2914","isolated","negative",1
"2915","isolated","sadness",1
"2916","jeopardize","anger",1
"2917","jeopardize","fear",1
"2918","jeopardize","negative",1
"2919","jest","joy",1
"2920","jest","positive",1
"2921","jest","surprise",1
"2922","joyful","joy",1
"2923","joyful","positive",1
"2924","joyful","trust",1
"2925","judgment","surprise",1
"2926","judicial","anticipation",1
"2927","judicial","positive",1
"2928","judicial","trust",1
"2929","junk","negative",1
"2930","kennel","sadness",1
"2931","kicking","anger",1
"2932","kindness","positive",1
"2933","kudos","joy",1
"2934","kudos","positive",1
"2935","label","trust",1
"2936","lacking","negative",1
"2937","landslide","fear",1
"2938","landslide","negative",1
"2939","landslide","sadness",1
"2940","lash","anger",1
"2941","lash","fear",1
"2942","lash","negative",1
"2943","laughable","disgust",1
"2944","laughable","negative",1
"2945","lawsuit","anger",1
"2946","lawsuit","disgust",1
"2947","lawsuit","fear",1
"2948","lawsuit","negative",1
"2949","lawsuit","sadness",1
"2950","lawsuit","surprise",1
"2951","lazy","negative",1
"2952","leverage","positive",1
"2953","lieutenant","trust",1
"2954","limited","anger",1
"2955","limited","negative",1
"2956","limited","sadness",1
"2957","lion","fear",1
"2958","lion","positive",1
"2959","lodging","trust",1
"2960","lonely","anger",1
"2961","lonely","disgust",1
"2962","lonely","fear",1
"2963","lonely","negative",1
"2964","lonely","sadness",1
"2965","longevity","positive",1
"2966","lord","disgust",1
"2967","lord","negative",1
"2968","lord","positive",1
"2969","lord","trust",1
"2970","lounge","negative",1
"2971","loyal","fear",1
"2972","loyal","joy",1
"2973","loyal","positive",1
"2974","loyal","surprise",1
"2975","loyal","trust",1
"2976","mad","anger",1
"2977","mad","disgust",1
"2978","mad","fear",1
"2979","mad","negative",1
"2980","mad","sadness",1
"2981","madness","anger",1
"2982","madness","fear",1
"2983","madness","negative",1
"2984","maiden","positive",1
"2985","main","positive",1
"2986","malicious","anger",1
"2987","malicious","disgust",1
"2988","malicious","fear",1
"2989","malicious","negative",1
"2990","malicious","sadness",1
"2991","manipulate","negative",1
"2992","manners","positive",1
"2993","marriage","anticipation",1
"2994","marriage","joy",1
"2995","marriage","positive",1
"2996","marriage","trust",1
"2997","master","positive",1
"2998","maximum","positive",1
"2999","measure","trust",1
"3000","mediocre","negative",1
"3001","medley","positive",1
"3002","meltdown","negative",1
"3003","meltdown","sadness",1
"3004","merit","positive",1
"3005","merit","trust",1
"3006","metropolitan","positive",1
"3007","mighty","anger",1
"3008","mighty","fear",1
"3009","mighty","joy",1
"3010","mighty","positive",1
"3011","mighty","trust",1
"3012","mindfulness","positive",1
"3013","minimize","negative",1
"3014","miracle","anticipation",1
"3015","miracle","joy",1
"3016","miracle","positive",1
"3017","miracle","surprise",1
"3018","miracle","trust",1
"3019","mobile","anticipation",1
"3020","modest","positive",1
"3021","modest","trust",1
"3022","monetary","anticipation",1
"3023","monetary","positive",1
"3024","monster","fear",1
"3025","monster","negative",1
"3026","mortgage","fear",1
"3027","mountain","anticipation",1
"3028","mourn","negative",1
"3029","mourn","sadness",1
"3030","mouth","surprise",1
"3031","mud","negative",1
"3032","murder","anger",1
"3033","murder","disgust",1
"3034","murder","fear",1
"3035","murder","negative",1
"3036","murder","sadness",1
"3037","murder","surprise",1
"3038","murderer","anger",1
"3039","murderer","disgust",1
"3040","murderer","fear",1
"3041","murderer","negative",1
"3042","murderer","sadness",1
"3043","needle","positive",1
"3044","nefarious","disgust",1
"3045","nefarious","fear",1
"3046","nefarious","negative",1
"3047","nefarious","sadness",1
"3048","nefarious","surprise",1
"3049","neglected","anger",1
"3050","neglected","disgust",1
"3051","neglected","negative",1
"3052","neglected","sadness",1
"3053","nepotism","anger",1
"3054","nepotism","disgust",1
"3055","nepotism","negative",1
"3056","nepotism","sadness",1
"3057","neutral","anticipation",1
"3058","neutral","trust",1
"3059","neutrality","trust",1
"3060","nightmare","fear",1
"3061","nightmare","negative",1
"3062","noise","negative",1
"3063","nose","disgust",1
"3064","notable","joy",1
"3065","notable","positive",1
"3066","notable","trust",1
"3067","objection","anger",1
"3068","objection","negative",1
"3069","obstacle","anger",1
"3070","obstacle","fear",1
"3071","obstacle","negative",1
"3072","obstacle","sadness",1
"3073","occasional","surprise",1
"3074","occupation","positive",1
"3075","offended","anger",1
"3076","offended","negative",1
"3077","offended","sadness",1
"3078","openness","positive",1
"3079","optional","positive",1
"3080","ordeal","anger",1
"3081","ordeal","negative",1
"3082","ordeal","surprise",1
"3083","oust","anger",1
"3084","oust","negative",1
"3085","oust","sadness",1
"3086","outcome","positive",1
"3087","outrageous","surprise",1
"3088","oversight","negative",1
"3089","ownership","positive",1
"3090","pacific","positive",1
"3091","painful","anger",1
"3092","painful","disgust",1
"3093","painful","fear",1
"3094","painful","negative",1
"3095","painful","sadness",1
"3096","painfully","negative",1
"3097","painfully","sadness",1
"3098","pains","negative",1
"3099","parachute","fear",1
"3100","paramount","positive",1
"3101","participation","positive",1
"3102","pathetic","disgust",1
"3103","pathetic","negative",1
"3104","pathetic","sadness",1
"3105","patron","positive",1
"3106","patron","trust",1
"3107","patronage","positive",1
"3108","patronage","trust",1
"3109","pavement","trust",1
"3110","payback","anger",1
"3111","payback","negative",1
"3112","payment","negative",1
"3113","perishing","fear",1
"3114","perishing","negative",1
"3115","perishing","sadness",1
"3116","perjury","fear",1
"3117","perjury","negative",1
"3118","perjury","surprise",1
"3119","perpetuate","anticipation",1
"3120","perpetuation","negative",1
"3121","petroleum","disgust",1
"3122","petroleum","negative",1
"3123","petroleum","positive",1
"3124","petty","negative",1
"3125","pill","positive",1
"3126","pill","trust",1
"3127","player","negative",1
"3128","playground","anticipation",1
"3129","playground","joy",1
"3130","playground","positive",1
"3131","playground","surprise",1
"3132","playground","trust",1
"3133","pleased","joy",1
"3134","pleased","positive",1
"3135","plight","anticipation",1
"3136","plight","disgust",1
"3137","plight","fear",1
"3138","plight","negative",1
"3139","plight","sadness",1
"3140","pointless","negative",1
"3141","pointless","sadness",1
"3142","poke","anticipation",1
"3143","poke","negative",1
"3144","polish","positive",1
"3145","politic","disgust",1
"3146","politic","positive",1
"3147","pool","positive",1
"3148","pop","negative",1
"3149","pop","surprise",1
"3150","population","positive",1
"3151","posse","fear",1
"3152","praise","joy",1
"3153","praise","positive",1
"3154","praise","trust",1
"3155","pray","anticipation",1
"3156","pray","fear",1
"3157","pray","joy",1
"3158","pray","positive",1
"3159","pray","surprise",1
"3160","pray","trust",1
"3161","precarious","anticipation",1
"3162","precarious","fear",1
"3163","precarious","negative",1
"3164","precarious","sadness",1
"3165","precedence","positive",1
"3166","precedence","trust",1
"3167","precinct","negative",1
"3168","predict","anticipation",1
"3169","prejudice","anger",1
"3170","prejudice","negative",1
"3171","prescient","anticipation",1
"3172","prescient","positive",1
"3173","producing","positive",1
"3174","productivity","positive",1
"3175","profane","anger",1
"3176","profane","negative",1
"3177","profession","positive",1
"3178","professional","positive",1
"3179","professional","trust",1
"3180","promising","positive",1
"3181","promotion","positive",1
"3182","prop","positive",1
"3183","proper","positive",1
"3184","prophecy","anticipation",1
"3185","prosperity","positive",1
"3186","prudence","positive",1
"3187","punishment","anger",1
"3188","punishment","disgust",1
"3189","punishment","fear",1
"3190","punishment","negative",1
"3191","purely","positive",1
"3192","purely","trust",1
"3193","purge","fear",1
"3194","purge","negative",1
"3195","questionable","disgust",1
"3196","questionable","negative",1
"3197","rack","negative",1
"3198","rack","sadness",1
"3199","radar","trust",1
"3200","radiant","joy",1
"3201","radiant","positive",1
"3202","rambling","negative",1
"3203","rarity","surprise",1
"3204","recipient","anticipation",1
"3205","recklessness","anger",1
"3206","recklessness","disgust",1
"3207","recklessness","fear",1
"3208","recklessness","negative",1
"3209","recklessness","surprise",1
"3210","rectify","positive",1
"3211","rehabilitate","positive",1
"3212","reinforcement","positive",1
"3213","reinforcement","trust",1
"3214","reinforcements","trust",1
"3215","rejects","anger",1
"3216","rejects","fear",1
"3217","rejects","negative",1
"3218","rejects","sadness",1
"3219","relative","trust",1
"3220","reliable","positive",1
"3221","reliable","trust",1
"3222","religion","trust",1
"3223","reluctant","fear",1
"3224","reluctant","negative",1
"3225","remarkable","joy",1
"3226","remarkable","positive",1
"3227","remarkable","surprise",1
"3228","remarkable","trust",1
"3229","renewal","positive",1
"3230","resentful","anger",1
"3231","resentful","negative",1
"3232","resilient","positive",1
"3233","respects","positive",1
"3234","respects","trust",1
"3235","restrictive","negative",1
"3236","retirement","anticipation",1
"3237","retirement","fear",1
"3238","retirement","joy",1
"3239","retirement","negative",1
"3240","retirement","positive",1
"3241","retirement","sadness",1
"3242","retirement","trust",1
"3243","riddled","negative",1
"3244","rigorous","negative",1
"3245","riot","anger",1
"3246","riot","fear",1
"3247","riot","negative",1
"3248","rotting","disgust",1
"3249","rotting","negative",1
"3250","rugged","negative",1
"3251","ruse","negative",1
"3252","ruth","positive",1
"3253","sacrifices","disgust",1
"3254","sacrifices","fear",1
"3255","sacrifices","negative",1
"3256","sacrifices","sadness",1
"3257","salary","anticipation",1
"3258","salary","joy",1
"3259","salary","positive",1
"3260","salary","trust",1
"3261","savings","positive",1
"3262","scandalous","anger",1
"3263","scandalous","negative",1
"3264","scarcity","anger",1
"3265","scarcity","fear",1
"3266","scarcity","negative",1
"3267","scarcity","sadness",1
"3268","scientific","positive",1
"3269","scientific","trust",1
"3270","scold","anger",1
"3271","scold","disgust",1
"3272","scold","fear",1
"3273","scold","negative",1
"3274","scold","sadness",1
"3275","screaming","anger",1
"3276","screaming","disgust",1
"3277","screaming","fear",1
"3278","screaming","negative",1
"3279","seasoned","positive",1
"3280","segregated","negative",1
"3281","seize","fear",1
"3282","seize","negative",1
"3283","sentence","anger",1
"3284","sentence","anticipation",1
"3285","sentence","disgust",1
"3286","sentence","fear",1
"3287","sentence","negative",1
"3288","sentence","sadness",1
"3289","serenity","anticipation",1
"3290","serenity","joy",1
"3291","serenity","positive",1
"3292","serenity","trust",1
"3293","shady","fear",1
"3294","shady","negative",1
"3295","shaking","fear",1
"3296","shaking","negative",1
"3297","shambles","negative",1
"3298","shame","disgust",1
"3299","shame","fear",1
